Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
1315,1745,"Dude comes to the mall with friends. it's raining. He gets his car to pick his friends up in front of the mall...It was only sprinkling, that's funny
",3,1,4,5,1,2,1,1,2,4,3,2,"Dude comes to the mall with friends. It's raining. He gets his car to pick his friends up in front of the mall..It was only sprinkling lol
",3,1,5,5,1,2,1,1,1,4,3,2
1316,1747,"I’m getting ready to jog this morning! I need to get my health back in order. I've been negligent for a while soI have work to do.
",3,5,2,5,1,3,1,1,1,4,1,4,"Getting ready to get jog on this morning! I need to get my health back in order. I've been a bad boy for a while soI have work to do.
",3,5,2,5,1,3,1,1,1,4,2,2
1317,1748,"And as a shopaholic... I'm taking strides to be better with money... And I'm cutting up my credit cards, andremoving them from my PayPal
",,,,,,,,,,,,,"And as a shopaholic... I'm taking strides to be better with money... And I'm cutting up my credit cards andremoving them from my PayPal
",,,,,,,,,,,,
1318,1749,"If you see an opportunity, let it happen. We're checking our bag.We don't need whores
",2,4,2,1,5,1,3,4,1,4,4,1,"See Ah Opp Let The Thing Blow We Checking Ah BagWe Dont Need Hoes !
",1,2,1,1,5,1,4,5,3,1,5,1
1319,1750,"Chili cheese fries with jalapeños sounds so good. Where can Iget something good like this
",,,,,,,,,,,,,"Chilli cheese fries with jalapeños sounds soooooo good. Where can Iget something good like this?
",,,,,,,,,,,,
1320,1752,"Damn. Why aren't any of my favorite shows on On Demand yet? I don't want to wait towatch them until next week
",2,4,1,4,2,2,1,3,1,4,3,1,"Damn why aren't any of my shows on demand yet! I don't want to wait towatch them until next week
",2,3,1,2,5,1,1,4,1,3,3,1
1321,1754,"It's a great day for fathers. Add to the legacy, or build a newone with your little ones
",3,4,5,5,1,2,1,1,1,5,1,1,"A great day for the fathers. Add to the legacy. Or build a newone with your little ones
",3,4,5,5,1,5,2,1,1,5,1,1
1322,1755,"be careful as some deals with fall through. understand the deal and take time with it.
",,,,,,,,,,,,,"Taking precautions. Not every deal is solid. And might bring on lessons that u wished uwere patient to learn first.
",,,,,,,,,,,,
1323,1756,"I don't think it's hard to find love.  I believe everyone is on a different level in life.  No need to rus
",,,,,,,,,,,,,"I don't think it's hard to find love. I believe everybody are on different levels inlife. No need to rush
",,,,,,,,,,,,
1324,1757,"I feel like Stiles might become a beta to save his dad, judging by thepreview for next Monday.
",,,,,,,,,,,,,"I feel like stiles might become a beta to save his dad judging by thepreview for next Monday :D
",,,,,,,,,,,,
1325,1758,"I'm still up. Man, World War Z was pretty good. It's a good picture to watch
",3,1,3,4,1,2,1,1,2,4,2,1,"I'm still up, man world war z was pretty hood. It'sa good picture to watch
",2,1,1,5,1,1,4,3,4,2,4,1
1326,1759,"I believe that God makes NO mistakes and that everything happens for a reason, whether   it's good or bad
",3,3,5,5,1,4,1,1,1,4,1,1,"I believe that God makes NO mistakes and that everything happens for a reason...whetherit be good or bad
",3,2,5,5,1,3,1,1,1,4,1,1
1327,1761,"It's way past my bedtime, but there's so much on my mind thatsleep is near impossible
",3,2,1,5,1,2,1,1,1,4,2,4,"It's way past my bedtime but so much on my mind thatsleep is no where near
",3,4,1,5,2,2,1,1,1,4,2,5
1328,1762,"I know I have became a real adult when I allI want to do is work.
",1,4,1,5,2,3,1,1,1,4,2,4,"I know I don't grew into my own when I allI wanna do is grind
",3,4,2,1,3,2,5,2,1,3,3,1
1329,1763,"I have been giving him my prayers. He has been blessing me. And stayclear from all of these hoes.
",2,4,1,2,5,1,4,4,1,3,4,1,"I been giving him my prayers . He been blessing me with . And stayclear from all these hoes
",2,3,1,1,4,1,4,3,2,2,4,1
1330,1764,"I'm so fucking irritated. Everybody is fucking blowing the shit out ofmy life. I'm done, say no more
",1,4,1,1,5,1,3,5,1,3,4,1,"I'm so fucking,(irratated)like everybody is fucking blowing Da shit out ofmy Life#im done say nomore:-(
",1,4,1,1,5,1,3,5,1,2,5,1
1331,1766,"People who know me, know that I've been to hell and back, and I can finally say that I'm happy.
",,,,,,,,,,,,,"People who know me know I been to hell and back andI can FINALLY say...IM HAPPY
",,,,,,,,,,,,
1332,1765,"I have eaten Lou's and Harolds in the last three days. Diet, here I come. I have been working out but aboutto go into cardio overload.
",2,4,1,4,2,1,2,1,1,4,3,4,Ive eaten Lou's and Harolds in the last 3 days. Diet here I come. I been working out but aboutto go in cardio overload.,2,5,1,2,1,1,3,3,1,3,4,5
1333,1768,"This cold is making me want to pour myself a drink, because I need to be healthyfor this work week coming up
",3,4,1,5,1,2,1,1,1,4,2,3,"This cold making me about to pour me a drink cause I need to be wellfor this work week ahead
",2,4,2,5,1,3,1,2,1,4,2,3
1334,1769,"They're mad about the government tapping phone lines. I don't care. Idon't have anything to hide
",2,3,3,1,4,1,1,5,1,3,4,1,"They're mad about the gov't tapping phone lines. I don't care. Idon't have anything to hide
",2,3,1,2,4,1,1,4,1,3,5,1
1335,1770,"I'm trying to get my priorities in order and save money, they'll be no more celebration, andI'm going home in September
",,,,,,,,,,,,,"naw working. Trying to get my priorities in order an get my money up so no extra kicking it andI'm going home in sept
",,,,,,,,,,,,
1336,1771,"He said you would forget to pick your kids up, forget you are cooking, and forget life, basically. I'm laughing
",3,3,2,3,4,1,1,1,1,4,1,1,"He said you'd forget to pick yo' kids up, forget you'recooking, forget life basically lol
",2,1,1,3,4,1,2,5,1,3,4,1
1337,1772,"I used to be a ball of energy before class. I got there and it felt like Ihad been up all night
",3,2,1,5,1,4,2,1,1,4,1,4,"I used to be a ball of energy before class. Got there and felt like Ihad been up all night
",3,2,1,5,1,2,2,1,1,4,2,2
1338,1773,"I have been meeting more girls that say, \""I am going out with my boyfriend.\""I say, \""So, what?!\
",,,,,,,,,,,,,"I been meeting more girls that say ""Im going out with my boyfriend""...I be like ""SO WAT!""
",,,,,,,,,,,,
1339,1779,"Why do you have to go there though? Some of us don'thave a lie (runs away).
",1,2,1,1,4,1,4,5,2,2,5,2,"why u have tuh go there tho SOME OF US DONTHAVE AH LIE (RUNS AWAY)
",1,3,1,1,5,1,4,5,2,2,5,1
1340,1781,"When did a national tour become national if it's not recognized by the Broadway League.
",,,,,,,,,,,,,"When did a national tour become a national tour if its notrecognized by the Broadway League.
",,,,,,,,,,,,
1341,1780,"Mindless Behavior has motivational songs. I'm listening to them now to get through this second day of school. Thank you Mindless Behavior.
",2,4,3,5,1,2,1,1,1,4,1,1,Mindless Behavior Songs Motivate Me to Try Harder.So Im Listening to them Now To Get Threw ThiS 2ndDay Of School. Thx Mb,2,5,1,5,1,1,4,3,2,2,4,5
1342,1783,"It feels great to wake up in the morning without being hungover. And yesterday I almost had a drink!I didn't drink
",,,,,,,,,,,,,"It feels good to wake up and not have any type of hangover and I almost relapse yesterday!I stayed on the wagon
",,,,,,,,,,,,
1343,1784,"Not having a good day today at all... but it will get better.The Devil won't knock my spirits
",,,,,,,,,,,,,"Not having a good day today at all...but it will get better.Devil wont knock my spirits.
",,,,,,,,,,,,
1344,1787,"So, how many platinum albums had he produced? Full albums? After Aaliyahdied, Timbaland’s career died.
",3,1,1,5,1,1,4,1,3,3,3,3,"Soooo how many Platinum albums had he produced.... FULL ALBUMS ...... After Aaliyahdied Timberland went no where
",2,3,2,3,4,2,5,3,1,3,3,3
1345,1788,"I used to like to Drake, but he confuses me. I prefer therapper Drake, not the whinner
",2,3,1,4,5,2,4,5,1,3,4,1,"I use to like drake , but he confuses me. I prefer therapper drake, not the whinner
",3,2,1,4,3,2,2,3,1,4,1,1
1346,1791,"I mean to say even though Biggie Smalls and Tupac have been dead for almost 20 years, their music is still relevant. Theirshit will never get old",4,4,2,3,3,3,1,1,1,5,1,1,I mean that even though big and pac been dead for almost 20 years. They music still relevant. Theyshit will never get old.,2,3,2,4,1,3,1,1,1,4,2,1
1347,1790,"Don't get it twisted. I really don't give a shit. It's Friday, and people can royallyget the fuck over themselves
",1,2,1,1,5,1,1,5,1,3,4,2,"Don't get it twisted I really don't give a shit its friday and people can royallyget the fuck over themselves
",1,2,1,1,5,1,1,5,2,3,4,1
1348,1794,"I grabbed it and somehow got it off of me. Then I put my foot on its neck. None of the other snakesmoved, but they were there
",,,,,,,,,,,,,"I grabbed it and somehow got it off me. Then put my foot on his neck. None of the other snakesmoved but they were there.
",,,,,,,,,,,,
1349,1796,"My friend hasn't that friendly with me these last couple of days we are about to be a odds.
",3,3,2,4,2,2,1,2,1,4,2,1,"My lefthand anit been fukcn witt.me these last couple of dayswe bout to be beefn
",2,3,1,1,5,1,2,5,3,2,4,1
1350,1798,"Would you believe me if I said that I liked you fromthe beginning? Because..
",3,4,2,5,1,3,1,1,1,4,1,2,"Would u believe me if I said that I liked u fromthe jump?? ...... because :-/
",2,5,1,3,4,1,4,5,1,3,4,1
1351,1799,"Like, if you die and reincarnate... Do not pass Go, do not collect$200. Go directly to jail",2,3,1,4,4,2,1,2,1,4,1,1,"Like if you die and reincarnate... Do not pass go, do not collect$200. Go directly to jail.",3,5,1,2,3,4,1,1,1,4,1,1
1352,1800,"It's actually supposed to be an inside joke. And yes, you can come over. I'm watching it alone.
",2,1,4,4,1,2,1,1,1,5,1,3,"its suppose to be an inside joke dummy. And yes"" ode mmttssgw comeover I'm watching alake alone
",2,2,2,3,5,1,4,5,1,2,4,1
1353,1801,"Hopefully, I'll get some sleep tonight because I have to be at my second job at 7am",2,3,1,5,1,2,1,1,1,4,2,4,Hopefully I'll get some sleep tonight cauSe I have to be atmy 2nd job at 7am,2,4,1,5,1,2,1,1,1,4,2,4
1354,1802,"My next day off is not until next Wednesday! I work two double shiftsthis weekend back to back!
",3,4,1,5,1,2,1,1,1,4,3,3,"My next off day not until next Wednesday.! I work two doublesthis weekend back to back.!
",3,4,2,5,1,2,1,1,1,4,1,3
1355,1803,"Sometimes, a lunch time walk is all you need to save yourjob and another motherfucker's life..
",1,4,2,1,5,1,2,5,1,3,4,1,"Sometimes a lunch time walk is all you need to save yourjob and another mofos life....
",2,5,3,1,4,2,4,3,2,2,4,1
1356,1797,"The Cirtus 7's,All Black 10's, White & Red 10's and the White & Purple 10'sneed to be re-released",2,3,4,5,1,3,1,1,1,4,2,1,"The Citrus 7's, all black 10's, white & red 10's and the white & purple 10'sneed to come back out.",2,4,3,5,1,3,1,1,1,4,2,1
1357,1804,"Sinus is acting up. I am here to grab food. And leave out.
",2,2,4,5,1,2,1,3,1,4,1,4,"My sinus doin thee fool right now. I'm about to grab this food, takesome mess and be out
",1,5,1,1,4,1,3,5,2,2,5,1
1358,1805,"My brother just called me and surprised me with some good news! Now Ican finally go to sleep.
",1,2,4,5,1,2,1,1,1,4,1,1,"My brother just called me and surprised me with some good news.!!!!!!!!!!!!!!! Now Ican finally go to sleep
",2,2,4,4,1,1,3,1,1,4,2,1
1359,1807,"Are you expecting to hear from God or see Him at worktoday? If not, why not
",4,5,3,5,1,2,1,1,1,5,1,1,"Are you expecting to hear from God or see Him at worktoday? If not, why not?
",3,4,5,5,1,3,1,1,1,5,1,1
1360,1808,"This class is too long, especially since I probably, and hopefully, won't even be in this city much longer. Buta backup plan is always necessary
",,,,,,,,,,,,,"This class is too long especially seeing as I prob/hopefully won't even be in this city much longer. Butbackup plan is always necessary
",,,,,,,,,,,,
1361,1809,"Don't ever show a man that you're a good woman because they obviously will take advantage of it, let himfind out on his own and respect you for what you are
",2,3,2,1,4,1,2,4,2,4,4,1,"Never SHOW A Man That Your A Good Woman Cus OBVIOUSLY He's Gonna Take Advantage Of It , LET HIMLEARN && EARN POINTS !
",2,4,1,1,4,1,3,4,2,3,4,2
1362,1810,"I always wonder why my fridge is empty, but to be honest I already know why it is. I love food.
",4,2,4,5,1,2,1,1,1,4,2,3,"I always think why my fridge is empty but to be honest I know why itis :):):):):) I love food
",3,2,3,4,1,3,1,1,1,5,2,1
1363,1811,"Comcast stays leaving that threatening-ass, \""We were here to pick up your equipment\""post-it on my door.
",2,4,1,1,4,2,1,5,2,3,4,1,"Comcast stay leaving that threatening ass ""we were here to pick up your equipment""post it on my door.
",2,5,1,1,4,2,1,4,3,2,4,1
1364,1812,"So why is my girl missing in action? No text, nocalls. What the fuck is going on
",1,4,1,1,5,1,1,5,1,3,4,1,"Sooo Why is My First Laydee M.I.A - No txt NoCalls wtf is goin on
",2,5,1,1,4,1,3,4,2,2,5,2
1365,1814,"No, Flo didn't hold her hands, bow her head, and pray asking the Lord for help andcurse in the prayer. That's funny
",2,2,3,3,4,1,2,4,3,2,4,3,"No Flo DIDN'T hold hands, bow her head in prayer ask The Lord for help andcuss in the prayer! LOL
",1,2,1,1,5,1,3,4,3,1,5,1
1366,1815,"It's weird as hell I wasn't hungry yesterday. Maybebecause I was so tired
",2,1,1,5,1,2,4,1,1,4,4,3,"Weird as hell as to why I wasnt hungry yesterday, maybebecause I was so tired.
",3,2,3,3,1,2,1,1,1,4,2,3
1367,1816,"A cross dresser with a great job or a good dresser with two felonies who has notworked in three years
",4,4,3,3,1,3,1,1,1,4,1,3,A cross dresser with a great job or a good dresser with 2 felonies who hasn'tworked in 3 yrs ?,2,3,3,4,1,4,1,1,1,4,1,4
1368,1817,"\""Silver lining\""? Really, jackass? People could have lost their lives and you're worryingabout The Heat winning? How insensitive
",2,3,2,1,4,2,1,5,1,3,3,1,"""Silver Lining"" really Jackass? People could have lost their lives & ur worryingabout The Heat winning.How insensitive
",2,2,1,1,5,1,2,5,3,3,4,1
1369,1818,"I feel you! I only ball when there is a tournament. Still have game, though. Laugh out loud. If you ever are in Chicago City, I will play you. Laugh out loud.
",3,4,3,4,1,2,1,1,1,4,2,1,"I feel ya! I only ball when there is a tournament...still got game thou...lol. If u ever inChi city ill play u...lol
",2,4,1,5,2,1,2,1,1,4,2,1
1370,1819,"For those who are interested, I will be playing the old school and house music again on Wednesdays as of September 4th, 2013... I havemomentarily stopped playing them because of the annual jazz event",2,4,3,5,1,2,1,1,1,4,1,1,"****ATTENTION EVERYONE I WILL RESUME THE OLD SCHOOL & HOUSE MUSIC WEDNESDAYS ON SEPTEMBER 4, 2013.. DUETO THE ANNUAL JAZZ EVENT...",2,5,1,4,2,2,1,2,1,4,1,1
1371,1820,"I've gone bungee jumping, but I was drunk. I don't think there's enough liquor in the world to makeme jump out of a plane
",2,4,1,2,4,2,2,4,4,3,4,2,"Been bungee jumping, but I was bent. Don't think it's enough liquor in the world to getme to jump outta plane.
",3,4,1,5,1,2,1,2,2,3,3,3
1372,1821,"You are not right for holding back a tweet.Because you are running behind.
",1,4,2,2,2,1,4,4,5,1,3,4,"You wack if you decide against posting a tweet just causeyou running late for work
",3,4,1,3,3,2,1,3,3,3,3,4
1373,1823,"It's about time obesity is recognized as a disease. People have to eat. No one has to do drugs or drink, andboth have been declared diseases
",3,5,3,5,1,3,1,1,1,5,1,1,"Its abt time obesity is recognized as a disease. People HAVE 2 eat, no1 has 2 do drugs/drink &both have been declared diseases.",3,5,2,5,1,3,1,1,1,4,1,1
1374,1822,"Too young to have a child and its surprising. Your infant must be super young since you havent been peed on.
",1,2,4,5,1,1,3,2,5,3,4,1,"whatttttttt? You gotta lil one? Smh...babies having babies. Must be a newborn if youain't been pissed on yet
",2,1,1,1,4,1,3,5,4,2,5,1
1375,1824,"Are you all doing a tasting Saturday? I missed the first few andwould love to stop by.
",4,3,3,5,1,2,1,1,1,5,1,1,"Are you guys doing a tasting Saturday? Missed the first few &would love to stop by
",4,3,5,5,1,2,1,1,1,5,2,1
1376,1825,"Uh, she wanted to recreate a Plantation Theme Wedding because she liked thenostalgia of the period? What the fuck
",,,,,,,,,,,,,Uh she wanted 2 recreate a Plantation Theme wedding because she liked thenostalgia of the period? WTF,,,,,,,,,,,,
1377,1826,"Cheese was a Taste of the Nation silent auction item. Bourbon was fromthe F&W event last year
",3,2,4,5,1,4,1,1,1,4,1,1,"Cheese was a taste of the nation silent auction item. Bourbon was fromthe F&W event last year.
",3,2,4,5,1,3,2,1,1,4,2,1
